file,split,type,clustering_coefficient,num_nodes,num_edges
graph_2_2024_03_12_PARIS_Noyau_org_6_(8-bits)_Cystiques.pt,train,Cystiques,0.5807796138136563,4681,37448
graph_2_2024_03_12_PARIS_Noyau_org_7_(8-bits)_Cystiques.pt,train,Cystiques,0.934920634920635,11,88
graph_2_2024_03_12_PARIS_Noyau_org_8_(8-bits)_Cystiques.pt,train,Cystiques,0.5750906928904299,4161,33288
graph_2_2024_06_26_PARIS_Noyau_Org_8_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.9434343434343435,11,88
graph_2_2024_07_18_PARIS_Noyau_Org_2_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.5043292814157196,1342,10736
graph_2_2024_07_24_PARIS_Noyau_Org_11_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.9525252525252526,11,88
graph_2_2024_07_24_PARIS_Noyau_Org_9_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.6623979195407768,35,280
graph_2_2024_08_20_PARIS_Noyau_Org_14_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.9084249084249085,14,112
graph_2_2024_08_20_PARIS_Noyau_Org_1_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.8842712842712842,11,88
graph_2_2024_10_03_PARIS_Noyau_Org_9_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.7960698032126603,14,112
graph_2_2024_10_31_PARIS_Noyau_Org _10_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.5906605865789539,147,1176
graph_2_2024_10_31_PARIS_Noyau_Org _6_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.7051956274178496,27,216
graph_2_2024_10_31_PARIS_Noyau_Org _9_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.49245388917608157,1861,14888
graph_2_2025_01_28_PARIS_Noyau_Org _15_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.5809156584156584,60,480
graph_2_2025_01_28_PARIS_Noyau_Org _16_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.7035769785769787,30,240
graph_2_2025_01_28_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.6100073730878685,38,304
graph_2_2025_01_28_PARIS_Noyau_Org _9_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.9777777777777779,10,80
graph_2_2025_02_05_PARIS_Noyau_Org _5_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.6681440252868824,21,168
graph_2_2025_02_14_PARIS_Noyau_Org _13_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.6601061265123765,64,512
graph_2_2025_02_14_PARIS_Noyau_Org _16_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.8494975784449469,19,152
graph_2_2025_02_14_PARIS_Noyau_Org _2_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.8155920103288524,19,152
graph_2_2025_02_14_PARIS_Noyau_Org _7_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.7126560573928995,19,152
graph_2_2025_03_03_PARIS_Noyau_Org _7_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.6189378254595646,46,368
graph_2_2025_03_19_PARIS_Noyau_Org _13_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.5886310726310726,75,600
graph_2_2025_03_19_PARIS_Noyau_Org _9_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.6787288963759552,51,408
graph_2_2025_03_20_PARIS_Noyau_Org _21_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.8793448614877187,14,112
graph_2_2025_03_20_PARIS_Noyau_Org _25_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.6816900271445726,33,264
graph_2_2025_03_20_PARIS_Noyau_Org _7_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.5083914603914604,1875,15000
graph_3_2024_07_18_PARIS_Noyau_Org_3_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.4691019139590568,175,1400
graph_3_2024_07_18_PARIS_Noyau_Org_5_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.7862509018759019,16,128
graph_3_2024_07_24_PARIS_Noyau_Org_11_cauliflower_J7_40X_8bit_Chouxfleurs.pt,train,Choux-fleurs,0.87113572701808,17,136
graph_3_2024_07_24_PARIS_Noyau_Org_1_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.47293752842139936,155,1240
graph_3_2024_10_31_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.7182066904289127,27,216
graph_3_2025_02_05_PARIS_Noyau_Org _3_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.9067599067599067,13,104
graph_3_2025_02_14_PARIS_Noyau_Org _17_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.9777777777777779,10,80
graph_3_2025_03_20_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.7011333931306571,43,344
graph_3_2025_03_20_PARIS_Noyau_Org _28_cystic_J7_40X_8bit_Cystiques.pt,train,Cystiques,0.9018578643578644,12,96
graph_1_2024_03_12_PARIS_Noyau_org_11_(8-bits)_Cystiques.pt,test,Cystiques,0.5841750056041306,2277,18216
graph_1_2024_03_12_PARIS_Noyau_org_7_(8-bits)_Cystiques.pt,test,Cystiques,0.563684049055183,4850,38800
graph_1_2024_03_12_PARIS_Noyau_org_8_(8-bits)_Cystiques.pt,test,Cystiques,0.6308331470303301,213,1704
graph_1_2024_06_26_PARIS_Noyau_Org_13_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.44875891743111657,3133,25064
graph_1_2024_06_26_PARIS_Noyau_Org_14_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4465277868574039,2063,16504
graph_1_2024_06_26_PARIS_Noyau_Org_4_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4435570056270693,1570,12560
graph_1_2024_06_26_PARIS_Noyau_Org_8_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.4717382385185932,2199,17592
graph_1_2024_07_18_PARIS_Noyau_Org_13_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.419053794665067,2413,19304
graph_1_2024_07_18_PARIS_Noyau_Org_15_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4267613730861239,2408,19264
graph_1_2024_07_18_PARIS_Noyau_Org_2_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.7387970216917585,38,304
graph_1_2024_07_18_PARIS_Noyau_Org_4_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4290053347970209,2141,17128
graph_1_2024_07_24_PARIS_Noyau_Org_1_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.4878046816885794,1447,11576
graph_1_2024_07_24_PARIS_Noyau_Org_7_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4387554680537137,1710,13680
graph_1_2024_08_20_PARIS_Noyau_Org_11_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4441643608310275,1665,13320
graph_1_2024_08_20_PARIS_Noyau_Org_13_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4333576452730841,1561,12488
graph_1_2024_08_20_PARIS_Noyau_Org_19_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.45401568171780937,1175,9400
graph_1_2024_09_10_PARIS_Noyau_Org_23_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4181497901935858,2055,16440
graph_1_2024_09_10_PARIS_Noyau_Org_24_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.42404248529248534,1560,12480
graph_1_2024_09_10_PARIS_Noyau_Org_40_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.428728046350127,1413,11304
graph_1_2024_09_10_PARIS_Noyau_Org_6_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.43956877566536134,3251,26008
graph_1_2024_10_03_PARIS_Noyau_Org_10_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.48917830687517394,1181,9448
graph_1_2024_10_03_PARIS_Noyau_Org_3_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.4508806017896927,2035,16280
graph_1_2025_01_28_PARIS_Noyau_Org _11_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5209666342150419,785,6280
graph_1_2025_01_28_PARIS_Noyau_Org _14_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5735855073605558,819,6552
graph_1_2025_01_28_PARIS_Noyau_Org _16_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5085573070255783,914,7312
graph_1_2025_01_28_PARIS_Noyau_Org _6_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.4902204667264908,1992,15936
graph_1_2025_02_05_PARIS_Noyau_Org _3_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5082809895786995,1048,8384
graph_1_2025_02_05_PARIS_Noyau_Org _6_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5018685976451643,1101,8808
graph_1_2025_02_14_PARIS_Noyau_Org _12_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5111306913564029,1019,8152
graph_1_2025_02_14_PARIS_Noyau_Org _15_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.516840347077928,926,7408
graph_1_2025_02_14_PARIS_Noyau_Org _2_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5871523328071607,530,4240
graph_1_2025_03_03_PARIS_Noyau_Org _1_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.470623800269277,1636,13088
graph_1_2025_03_03_PARIS_Noyau_Org _4_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.48100132705607745,1863,14904
graph_1_2025_03_03_PARIS_Noyau_Org _5_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.43552462498216454,3097,24776
graph_1_2025_03_03_PARIS_Noyau_Org _8_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.47162705441317077,2132,17056
graph_1_2025_03_19_PARIS_Noyau_Org _12_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.4750316651479442,1419,11352
graph_1_2025_03_19_PARIS_Noyau_Org _9_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.49929370280571755,1082,8656
graph_1_2025_03_20_PARIS_Noyau_Org _17_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.5187506990163536,899,7192
graph_1_2025_03_20_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.800027991332339,23,184
graph_1_2025_03_20_PARIS_Noyau_Org _21_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.4996668688910068,1740,13920
graph_2_2024_03_12_PARIS_Noyau_org_11_(8-bits)_Cystiques.pt,test,Cystiques,0.7091005859856128,110,880
graph_2_2024_06_26_PARIS_Noyau_Org_9_cystic_J7_20X_8bit_Cystiques.pt,test,Cystiques,0.9434343434343435,11,88
graph_2_2024_10_31_PARIS_Noyau_Org _14_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.8123776223776225,15,120
graph_2_2025_03_20_PARIS_Noyau_Org _22_cystic_J7_40X_8bit_Cystiques.pt,test,Cystiques,0.49036488866237965,1674,13392
graph_3_2024_06_26_PARIS_Noyau_Org_11_cystic_J7_20X_8bit_Cystiques.pt,test,Cystiques,0.6544617983642373,41,328
graph_3_2024_08_20_PARIS_Noyau_Org_1_cauliflower_J7_40X_8bit_Chouxfleurs.pt,test,Choux-fleurs,0.8835941835941836,13,104
graph_4_2024_06_26_PARIS_Noyau_Org_11_cystic_J7_20X_8bit_Cystiques.pt,test,Cystiques,0.5964992044992046,150,1200
graph_5_2024_03_12_PARIS_Noyau_org_11_(8-bits)_Cystiques.pt,test,Cystiques,0.9181818181818181,12,96
graph_1_2024_06_26_PARIS_Noyau_Org_2_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.492973568747104,1519,12152
graph_1_2024_07_18_PARIS_Noyau_Org_12_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.44376334396363526,1373,10984
graph_1_2024_07_18_PARIS_Noyau_Org_9_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.42421786800597777,1968,15744
graph_1_2024_07_24_PARIS_Noyau_Org_3_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.49411229077194363,1901,15208
graph_1_2024_08_20_PARIS_Noyau_Org_8_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.46349613833273967,1215,9720
graph_1_2024_08_20_PARIS_Noyau_Org_9_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.43549546749546747,2175,17400
graph_1_2024_09_10_PARIS_Noyau_Org_11_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.44355418108177486,1359,10872
graph_1_2024_09_10_PARIS_Noyau_Org_12_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.934920634920635,11,88
graph_1_2024_09_10_PARIS_Noyau_Org_15_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.4373686772905746,2267,18136
graph_1_2024_09_10_PARIS_Noyau_Org_22_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.4331150560037058,1859,14872
graph_1_2024_09_10_PARIS_Noyau_Org_25_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.42199736314101727,2151,17208
graph_1_2024_09_10_PARIS_Noyau_Org_26_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.42527176931585975,2699,21592
graph_1_2024_09_10_PARIS_Noyau_Org_28_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.42179085758564966,2573,20584
graph_1_2024_09_10_PARIS_Noyau_Org_2_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.44405889955073213,1977,15816
graph_1_2024_09_10_PARIS_Noyau_Org_34_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.4343671598392755,3389,27112
graph_1_2024_09_10_PARIS_Noyau_Org_3_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.43843232699634077,2890,23120
graph_1_2024_10_03_PARIS_Noyau_Org_2_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.4691623383371936,1311,10488
graph_1_2024_10_31_PARIS_Noyau_Org _15_cystic_J7_20X_8bit_Cystiques.pt,val,Cystiques,0.498014283561639,2439,19512
graph_1_2024_10_31_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5532848917464301,663,5304
graph_1_2025_01_28_PARIS_Noyau_Org _10_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4777512334408886,1160,9280
graph_1_2025_01_28_PARIS_Noyau_Org _12_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5378910423009479,791,6328
graph_1_2025_01_28_PARIS_Noyau_Org _19_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5718344782146866,576,4608
graph_1_2025_01_28_PARIS_Noyau_Org _1_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4888975280982893,2102,16816
graph_1_2025_01_28_PARIS_Noyau_Org _2_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4912823551371037,895,7160
graph_1_2025_02_05_PARIS_Noyau_Org _4_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4838900976206676,1158,9264
graph_1_2025_02_14_PARIS_Noyau_Org _19_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4901031109868564,1901,15208
graph_1_2025_02_14_PARIS_Noyau_Org _1_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.47727652604146625,1255,10040
graph_1_2025_02_14_PARIS_Noyau_Org _4_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.46070098097049245,1781,14248
graph_1_2025_02_14_PARIS_Noyau_Org _5_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.47892650287199284,1541,12328
graph_1_2025_03_03_PARIS_Noyau_Org _9_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4617122343985182,2107,16856
graph_1_2025_03_19_PARIS_Noyau_Org _3_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4980476259237321,904,7232
graph_1_2025_03_20_PARIS_Noyau_Org _19_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.48626840874119254,1929,15432
graph_1_2025_03_20_PARIS_Noyau_Org _9_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5195584998875082,1079,8632
graph_2_2024_08_20_PARIS_Noyau_Org_6_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.4499210237994916,2907,23256
graph_2_2024_09_10_PARIS_Noyau_Org_12_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.4413261809213514,1408,11264
graph_2_2024_09_10_PARIS_Noyau_Org_18_cauliflower_J7_40X_8bit_Chouxfleurs.pt,val,Choux-fleurs,0.9777777777777779,10,80
graph_2_2025_02_05_PARIS_Noyau_Org _11_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.625738648815572,39,312
graph_2_2025_02_14_PARIS_Noyau_Org _10_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.6000143705500848,56,448
graph_2_2025_02_14_PARIS_Noyau_Org _19_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5740515187535055,151,1208
graph_2_2025_03_19_PARIS_Noyau_Org _10_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5550964506660709,79,632
graph_2_2025_03_19_PARIS_Noyau_Org _12_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.8218602385269053,18,144
graph_2_2025_03_19_PARIS_Noyau_Org _6_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4999431030043274,1176,9408
graph_2_2025_03_20_PARIS_Noyau_Org _12_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.699519660233946,42,336
graph_2_2025_03_20_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.4857737576928848,1558,12464
graph_2_2025_03_20_PARIS_Noyau_Org _27_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.5014697019702582,1798,14384
graph_3_2024_03_12_PARIS_Noyau_org_8_(8-bits)_Cystiques.pt,val,Cystiques,0.8835941835941836,13,104
graph_3_2025_01_28_PARIS_Noyau_Org _18_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.8429243958655723,17,136
graph_3_2025_03_20_PARIS_Noyau_Org _24_cystic_J7_40X_8bit_Cystiques.pt,val,Cystiques,0.6326211511396697,81,648
